,Paper ID,Hypothesis/Proposition #,Hypothesis/Proposition Full Sentence
633,lat13imds.txt,h22,hypo 6: the results show that a low-cost strategy has negative relationships with all three dimensions of performance but none of these relationships are statistically significant.
634,lat13imds.txt,h23,"hypo 3: in contrast, the results indicate that a quality and time-based strategy is positively related to environmental performance , economic performance , and intangible performance ."
635,lat13imds.txt,h24,hypo 1: 6 examined the relationships between green supply chain practices and economic performance and the results suggest that economic performance is positively related to packaging-related ecodesign practices as well as legislation and regulation .
636,lat13imds.txt,h25,hypo 2: 1 examined the relationships between green supply chain practices and intangible performance.
637,lat13imds.txt,h26,"hypo 2: 1, it is interesting to note that legislation and regulation are positively related to all dimensions of performance while reverse logistics practices are not significantly associated with any of the dimensions of performance."
638,lcy12ijebm.txt,h0,"therefore, this study infers the following hypothesis: information, and "
639,lcy12ijebm.txt,h1,"hypo 1: the greater the customer involvement, the design new product’s greater performance and market performance."
640,lcy12ijebm.txt,h2,"hypo 2: the greater the involvement of suppliers, the design greater performance, and market performance."
641,lcy12ijebm.txt,h3,"therefore, this study hypothesizes the following: technical expertise for this study believes to customer responding important resource that "
642,lcy12ijebm.txt,h4,"hypo 3: supplier involvement creates a stronger, positive relationship with design, and market performance when the involvement of third party research institutions or universities is high."
643,lcy12ijebm.txt,h5,"hypo 4: customer involvement creates a stronger, positive relationship with design, and market performance when the involvement of third party research institutions or universities is high."
644,lcy12ijebm.txt,h6,"hypo 2: moreover, third party involvement was significantly related to design and market performance ."
645,lcy12ijebm.txt,h7,"hypo 3: to plot this interaction effect, we constrained the variables in c. s. lai et al."
646,lcy12ijebm.txt,h8,"hypo 3: in contrast, third party the relationship and market performance , supporting hypothesis 4b."
647,lcy12ijebm.txt,h9,"hypo 4: involvement might moderate customers between among the control variables, technology uncertainty had a significantly positive relationship with design performance and market performance."
648,lk09amj.txt,h0,hypo 1: downsizing negatively affects a firm’s ascribed reputation.
649,lk09amj.txt,h1,hypo 1: downsizing positively affects a firm’s ascribed reputation.
650,lk09amj.txt,h2,"hypo 1: downsizing has no effect on a firm’s ascribed reputation, after contemporaneous performance changes are accounted for."
651,lk09amj.txt,h3,"hypo 1: posits , there is still reason to predict that the technical efficacy of such actions will be consequential in determining their reputational consequences."
652,lk09amj.txt,h4,hypo 2: short-term market reaction to downsizing positively moderates its effects on a firm’s ascribed reputation.
653,lk09amj.txt,h5,hypo 3: recent changes in a firm’s performance negatively moderate downsizing’s effects on the firm’s ascribed reputation.
654,lk09amj.txt,h6,hypo 4: prior reputation positively moderates downsizing’s effects on a firm’s ascribed reputation.
655,lk09amj.txt,h7,hypo 5: downsizing’s prevalence positively moderates its effects on a firm’s ascribed reputation.
656,lk09amj.txt,h8,hypo 5: is that downsizing’s growing prevalence will make local performance contingencies less consequential as moderators of its reputational effects.
657,lk09amj.txt,h9,hypo 6: downsizing’s prevalence weakens the moderating effects of the performance contingencies specified in hypotheses 2 and 3. cultural differences between audiences.
658,lk09amj.txt,h10,hypo 7: downsizing has a more positive effect on a firm’s reputation as ascribed by stock analysts than on its reputation as ascribed by peer firm executives.
659,lk09amj.txt,h11,hypo 3: predicts a negative coefficient based on the idea that declines in profitability would provide a justification for downsizing.
660,lk09amj.txt,h12,hypo 4: predicts that prior reputation would ameliorate downsizing’s effect on firm reputation.
661,lk09amj.txt,h13,to assess the corollaries of the prevalence hypothesis described in 
662,lk09amj.txt,h14,"hypo 6: , we used triple interaction terms, “downsizing profitability change prevalence” and “downsizing stock market reaction prevalence,” respectively."
663,lk09amj.txt,h15,hypo 6: predicts that the moderating effects in hypotheses 2 and 3 will dissipate as prevalence increases.
664,lk09amj.txt,h16,"hypo 1: , which predicts that downsizing will have a null effect on reputational change after contemporaneous performance changes are adequately accounted for."
665,lk09amj.txt,h17,"hypo 1: , we included three measures of contemporaneous performance change."
666,lk09amj.txt,h18,"hypo 1: a final control variable, announcement in prior december, is a dummy variable set equal to 1 for firm-years in which a firm had announced a downsizing in the prior december."
667,lk09amj.txt,h19,this is particularly true for analysts.7 models 2 through 6 in table 3 test hypotheses subsequent to 
668,lk09amj.txt,h20,"hypo 1: by separately adding interaction terms to model 1. model 2 examines whether stock market reaction to downsizing positively moderated the practice’s main effect on firm reputation, as was posited in "
669,lk09amj.txt,h21,"hypo 2: the coefficient for the interaction of downsizing and stock market reaction is highly significant .001) and positive, supporting "
670,lk09amj.txt,h22,"hypo 2: affirms the idea that downsizing’s technical efficacy moderated its reputational consequences, it simultaneously provides further evidence that its effects cannot be reduced to performance concerns."
671,lk09amj.txt,h23,"hypo 3: , which predicted that reputation-granting audiences will evaluate a downsizing firm less negatively if its recent performance was declining, and vice versa."
672,lk09amj.txt,h24,"hypo 4: , which posited a positive moderating effect."
673,lk09amj.txt,h25,"hypo 5: downsizing’s effects on corporate reputation became strikingly less negative as the practice spread over time, with the predicted ranking loss changing from 1.33 .001) in 1985 to only 0.25 in 1994 ."
674,lk09amj.txt,h26,"hypo 7: , which predicts that analysts’ evaluations of downsizing firms will be more positive than those of executives."
675,lk09amj.txt,h27,hypo 6: ’s prediction that the moderating effects of stock market reaction and recent firm performance changes will dissipate as downsizing grows more prevalent.
676,lk09amj.txt,h28,hypo 6: where stock market reaction is concerned.
677,lk09amj.txt,h29,hypo 6: figure 2 graphically illustrates this finding.
678,lk09amj.txt,h30,hypo 6: stock market reaction to downsizing events also strongly conditioned their effects on reputation.
679,lk09amj.txt,h31,"hypo 6: thus, it is evident that our audiences did take downsizing’s technical efficacy into account, if only as a secondary criterion."
680,lk09amj.txt,h32,"hypo 4: finally, the character perspective is also at least implicitly bolstered by the observed lack of support for "
681,lk09amj.txt,h33,"hypo 7: , which posited that the idiosyncratic cultural beliefs and parochial interests of analysts would cause them to react more favorably to downsizers."
682,lm96os.txt,h0,hypo 1: all variables were standardized across the entire sample to have mean 0 and standard deviation 1 so as to weight each equally in the index to yield the match index.
683,lm96os.txt,h1,"hypo 1: finally, we have not taken match to be an alignment with the profile of the highest performers."
684,lm96os.txt,h2,"such a measure might yield a baseline having little to do with the hypotheses of strategic contingency theory and would imply a tautological relationship that would make it impossible to test hypotheses 1 and 2 , but this is not borne out by the individual industry comparisons of table 1 b. recall from "
685,lm96os.txt,h3,hypo 2: that firms using traditional technologies were not expected to be under as much pressure to match environment and strategy.
686,lm96os.txt,h4,hypo 1: table 2 indicates that the match between strategy and environment is indeed associated with superior performance.
687,lm96os.txt,h5,"hypo 2: , this relationship was 0.46 for the emergent technology subsample and only 0.16 for the subsample of traditional technology firms."
688,lm96os.txt,h6,"hypo 2: , the relationship between strategy-environment match and performance would be higher among firms using emergent technologies than among firms using traditional technologies."
689,lpaf13jcp.txt,h0,"given that most previous research nevertheless concluded that qmps may make companies more proﬁtable thanks to cost reductions and improved income due to an increasing number of customers and of repurchases, this hypothesis is proposed: "
690,lpaf13jcp.txt,h1,hypo 1: quality management practices are likely to have a direct positive impact on ﬁnancial performance in restaurants.
691,lpaf13jcp.txt,h2,"in accordance with the ﬁndings of prior research, the following hypothesis is proposed: "
692,lpaf13jcp.txt,h3,hypo 1: quality management practices are likely to have a direct positive impact on market success factors in restaurants.
693,lpaf13jcp.txt,h4,hypo 2: environmental management practices are likely to have a direct positive impact on ﬁnancial performance in restaurants.
694,lpaf13jcp.txt,h5,"in accordance with prior research, the following hypothesis is thus proposed: "
695,lpaf13jcp.txt,h6,hypo 2: environmental management practices are likely to have a direct positive impact on market success factors in restaurants.
696,lpaf13jcp.txt,h7,hypo 3: adoption of qmps impacts positively on the adoption of emps in restaurants.
697,lpaf13jcp.txt,h8,hypo 4: market success factors impacts positively on ﬁnancial performance in restaurants.
698,lpaf13jcp.txt,h9,"hypo 3: * all signiﬁcant at p-value <.01 a cronbach’s alpha b range for cronbach’s alpha removing one item c range for correlations of the items and the sum of the subscale d average variance extracted once the model had been assessed and validated, the analysis was extended to examine the mediator effect of emp between qmp and ﬁrms’ performance, in terms of both financial performance and market success factors."
699,lpaf13jcp.txt,h10,"the key factors described as being necessary for organizations to be able to ensure their survival in the long term have a direct and positive impact on fp, as was described in hypotheses "
700,lpaf13jcp.txt,h11,hypo 4: the factors mentioned are either internal or external .
701,lpaf13jcp.txt,h12,hypo 5: the management is committed to product and service quality the ﬁrm collaborates with customers for the improvement of the product/service the ﬁrm collaborates with providers for the improvement of the product/service improvements in service delivery process are identiﬁed compliance with the objectives is monitored and deviations are corrected there is a quality culture based on continuous improvement qm
702,lpaf13jcp.txt,h13,hypo 6: environmental management practices e emp: alvarez et al.
703,lpaf13jcp.txt,h14,hypo 3: the ﬁrm provides training to employees about environmental issues employees with environmental initiatives are compensated the ﬁrm uses ecological arguments in the marketing campaigns the ﬁrm organizes environmental activities em
704,lpaf13jcp.txt,h15,hypo 4: the ﬁrms has a long-term environmental strategic focus em
705,lpaf13jcp.txt,h16,hypo 5: the ﬁrm quantiﬁes environmental savings and costs em
706,lpaf13jcp.txt,h17,hypo 6: market success factors e msf: camisón 1999; enz and siquaw ; kassinis and soteriou ; hillary ; molina-azorín et al.
707,ltg13jcp.txt,h0,hypo 1: market demand is positively associated with green product 
708,ltg13jcp.txt,h1,hypo 1: market demand is positively associated with environinnovation performance mental performance 
709,ltg13jcp.txt,h2,hypo 1: market demand is positively associated with products 
710,ltg13jcp.txt,h3,hypo 1: market demand is positively associated with economic dangelico and pontrandolfo report a signiﬁcant increase in green production innovation in today’s businesses.
711,ltg13jcp.txt,h4,hypo 2: green product innovation performance is positively associated performance 
712,ltg13jcp.txt,h5,hypo 2: environmental performance is positively associated with 3.2. green product innovation 
713,ltg13jcp.txt,h6,hypo 2: economic performance is positively associated with ﬁrm is positively associated with ﬁrm with ﬁrm performance ﬁrm performance 
714,ltg13jcp.txt,h7,hypo 2: green products performance performance 3.3. firm performance nowadays product innovation has become a signiﬁcant means of ﬁrms’ survival and a weapon to sustain market competitive advantage .
715,ltg13jcp.txt,h8,hypo 3: market demand is positively performance associated with ﬁrm fig.
716,ltg13jcp.txt,h9,"hence, this study addresses the argument by proposing a framework integrating market demand, green product hypotheses "
717,ltg13jcp.txt,h10,hypo 1: market demand is positively associated with environmental performance 
718,ltg13jcp.txt,h11,hypo 1: market demand is positively associated with 
719,ltg13jcp.txt,h12,hypo 1: market demand is positively associated with 
720,ltg13jcp.txt,h13,hypo 2: environmental performance is positively associated economic performance with ﬁrm performance 
721,ltg13jcp.txt,h14,hypo 2: green products is positively associated with ﬁrm performance ﬁrm performance performance 
722,ltg13jcp.txt,h15,"hypo 3: market demand is positively associated with ﬁrm support yes yes yes yes yes yes yes in general, the results in table 6 shows green product innovation had positive effect on ﬁrm performance."
723,ltg13jcp.txt,h16,hypo 2: economic performance is positively associated with r.-j.
724,ltg13jcp.txt,h17,"hypo 1: , 2, and 3 were supported in this study."
725,lwlm14amj.txt,h0,hypo 1: store manager servant leadership is positively related to serving culture.
726,lwlm14amj.txt,h1,hypo 2: serving culture is positively related to store performance .
727,lwlm14amj.txt,h2,hypo 3: serving culture mediates the relationship between store manager servant leadership and store performance .
728,lwlm14amj.txt,h3,hypo 4: serving culture is positively related to employee identification with the store.
729,lwlm14amj.txt,h4,hypo 5: serving culture mediates the positive relationship between store manager servant leadership behaviors and employee identification with the store.
730,lwlm14amj.txt,h5,"hypo 6: employee identification with the store is positively related to employee inrole performance, creativity, and customer service behaviors, and negatively related to turnover intentions."
731,lwlm14amj.txt,h6,"hypo 7: serving culture is positively related to employee in-role performance, creativity, and customer service behaviors, and negatively related to turnover intentions."
732,lwlm14amj.txt,h7,"hypo 8: employee identification with the store partially mediates the relationships between serving culture and employee in-role performance, creativity, customer service behaviors, and turnover intentions."
733,lwlm14amj.txt,h8,"hypo 2: , serving culture related positively with store performance .33, p .05)."
734,lwlm14amj.txt,h9,"hypo 5: , 20,000 monte carlo liden, wayne, liao, and meuser table 2 summary of estimated indirect effects indirect paths "
735,lwlm14amj.txt,h10,hypo 3: store manager servant leadership ¡ serving culture ¡ store performance 
736,lwlm14amj.txt,h11,hypo 5: store manager servant leadership ¡ serving culture ¡ employee identification with the store 
737,lwlm14amj.txt,h12,hypo 8: serving culture ¡ employee identification with the store ¡ in-role performance 
738,lwlm14amj.txt,h13,hypo 8: serving culture ¡ employee identification with the store ¡ reativity 
739,lwlm14amj.txt,h14,hypo 8: serving culture ¡ employee identification with the store ¡ customer service behaviors 
740,lwlm14amj.txt,h15,hypo 8: serving culture ¡ employee identification with the store ¡ turnover intentions indirect effects replications showed that the indirect effect for store manager servant leadership ¡ serving culture ¡ employee identification with the store was .37 .54).
741,mao10jbe.txt,h0,hypo 1: a ﬁrm’s entrepreneurial orientation is related environmental proactive to a positively strategy.
742,mao10jbe.txt,h1,hypo 2: the interaction effect between entrepreneurial orientation and intensity of government regulations will be related positively to a pes.
743,mao10jbe.txt,h2,hypo 3: the interaction effect between entrepreneurial orientation and customers’ sensitivity to environmental issues will be related positively to a pes.
744,mao10jbe.txt,h3,"thus, we offer the following hypothesis regarding the performance impact of a pes: "
745,mao10jbe.txt,h4,hypo 4: a proactive environmental strategy will be positively related to sales growth and proﬁt growth.
746,mao10jbe.txt,h5,hypo 1: is the interaction effect of entrepreneurial orientation and supported.
747,mao10jbe.txt,h6,"hypo 2: the interaction effect of entrepreneurial orientation and customers’ sensitivity to environmental issues was not related signiﬁcantly to pes ; therefore, "
748,mfb09jbe.txt,h0,"our study aims at testing the following hypothesis by using the granger causality approach, and by considering exogenous factors that could mitigate this relationship: "
749,mfb09jbe.txt,h1,hypo 1: higher levels of ﬁnancial performance granger cause higher levels of corporate social performance figure 1 illustrates our conceptual model.
750,ml01jom.txt,h0,"hypo 3: 2a7, canada bcolumbia university, new york, ny, usa cdepartment of economics and business, kyungpook national university, taegu, south korea received 24 november 1999; received in revised form 30 june 2000; accepted 3 august 2000 abstract this study argues that a well designed decision making process will have its most positive impact on company ﬁnancial performance when it is carried out by a capable, motivated and dedicated workforce."
751,ml01jom.txt,h1,hypo 1: financial returns will be positively inﬂuenced by the interaction between oce and information processing.
752,ml01jom.txt,h2,hypo 2: financial returns will be positively inﬂuenced by the interaction between oce and collaboration.
753,ml01jom.txt,h3,hypo 3: financial returns will be positively inﬂuenced by the interaction between oce and initiative.
754,ml01jom.txt,h4,hypo 4: the interactions between oce and all three of our process dimensions will contribute more to performance in uncertain than in stable environments.
755,ml01jom.txt,h5,"hypo 4: maintained that the interaction between our process variables and oce would contribute more to performance in uncertain than in stable, predictable environments."
756,ml01jom.txt,h6,"hypo 3: the interaction terms between the initiative dimension and both oce1 and oce2 are positive and signiﬁcant at beyond the 0.05 and 0.01 levels, respectively."
757,ml01jom.txt,h7,hypo 4: suggested that the positive interaction between process and oce would be more useful in uncertain than in stable environments.
758,mo05jbr.txt,h0,"hypo 1: neo is a higher order construct composed of three dimensions: entrepreneurship, csr, and environmental commitment."
759,mo05jbr.txt,h1,hypo 2: neo will be related positively to an organization’s sales growth.
760,mo05jbr.txt,h2,hypo 3: neo will be related positively to an organization’s profit after tax.
761,mo05jbr.txt,h3,hypo 4: neo will be related positively to an organization’s market share.
762,mo05jbr.txt,h4,hypo 2: posits that higher order construct of neo will be related positively to sales growth.
763,mq13os.txt,h0,hypo 1: privately controlled ﬁrms are more likely than other types of ﬁrms to issue csr reports.
764,mq13os.txt,h1,hypo 2: firms whose chief executive ofﬁcers are members of national political councils are more likely to issue csr reports.
765,mq13os.txt,h2,hypo 2: the effect of private control on a ﬁrm’s csr reporting will be stronger for ﬁrms whose ceos are members of national political councils.
766,mq13os.txt,h3,hypo 3: older ﬁrms are less likely to issue csr reports.
767,mq13os.txt,h4,hypo 3: the effect of private control on csr reporting will be weaker for older ﬁrms.
768,mq13os.txt,h5,hypo 4: firms with greater ﬁnancial resources are more likely to issue csr reports.
769,mq13os.txt,h6,hypo 4: the effect of private control on csr reporting will be enhanced for ﬁrms with greater ﬁnancial resources .
770,mq13os.txt,h7,hypo 5: firms whose leaders hold positions as government ofﬁcials will be more likely to engage in more substantive csr reporting.
771,mq13os.txt,h8,hypo 6: firms headquartered in more institutionally developed regions will be more likely to engage in more substantive csr reporting.
772,mq13os.txt,h9,hypo 2: private control × ceo npc/cppcc membership 
773,mq13os.txt,h10,hypo 4: private control ×slack resources constant no.
774,mq13os.txt,h11,"hypo 2: when holding other variables at their mean, the probability of issuing a csr report is 3.49% higher for ﬁrms with ceos who are members of the npc or cppcc than the probability for ﬁrms without such connections."
775,mq13os.txt,h12,hypo 3: a one-standard-deviation increase in ﬁrm age decreases the probability of issuing a csr report by 8.1%.
776,mq13os.txt,h13,"hypo 3: hypotheses 4a and 4b predicted that a ﬁrm’s ﬁnancial resources, measured as ﬁrm roa and slack resources, would positively affect the probability of csr reporting and would also moderate the impact of private control on the probability of csr reporting."
777,mq13os.txt,h14,hypo 4: a one-standard-deviation increase in ﬁrm roa increases the probability of issuing a csr report by 8.41% ; the same increase in slack resources increases the probability by 6.30%.
778,mq13os.txt,h15,hypo 4: privately controlled companies with high discretionary cash ﬂow are more likely to issue csr reports than are soes with similar resources.
779,mq13os.txt,h16,hypo 5: predicted that ﬁrms with leaders with experience in government bureaus are more likely to engage in substantive csr reporting.
780,mq13os.txt,h17,hypo 6: predicted that the level of government institutional development of the region in which the ﬁrm is headquartered would positively affect substantive csr reporting.
781,mq13os.txt,h18,"hypo 6: everything else being equal, a one-unit increase in regional development will increase the substantiveness of csr reports by 13%."
782,ms10jbe.txt,h0,hypo 1: the favorable csr towards stakeholders will positively impact the ﬁrms’ fp and nfp.
783,ms10jbe.txt,h1,hypo 1: 1: the favorable csr towards employees will positively impact the ﬁrms’ fp and nfp.
784,ms10jbe.txt,h2,hypo 1: 2: the favorable csr towards customers will positively impact the ﬁrms’ fp and nfp.
785,ms10jbe.txt,h3,hypo 1: 3: the favorable csr towards investors will positively impact the ﬁrms’ fp and nfp.
786,ms10jbe.txt,h4,hypo 1: 4: the favorable csr towards community will positively impact the ﬁrms’ fp and nfp.
787,ms10jbe.txt,h5,"hypo 2: services by mahindra, and kisan kendra by ralli empower rural indian farmers ."
788,ms10jbe.txt,h6,hypo 1: 5: the favorable csr towards environment will positively impact the ﬁrms’ fp and nfp.
789,ms10jbe.txt,h7,"hypo 1: 6: the favorable csr towards suppliers will positively impact the ﬁrms’ fp and nfp control variable first, ﬁrms that are listed in stock exchanges tend to disclose more csr related information compared to the non-listed ﬁrms as performance of listed ﬁrms is continuously monitored and evaluated by multiple investors, ﬁnancial analysts, stakeholders such as and higher media, and the like."
790,mt09jms.txt,h0,hypo 1: board gender diversity is positively related to ﬁrm innovation.
791,mt09jms.txt,h1,hypo 1: board racial diversity is positively related to ﬁrm innovation.
792,mt09jms.txt,h2,hypo 2: board gender diversity is positively related to ﬁrm reputation.
793,mt09jms.txt,h3,hypo 2: board racial diversity is positively related to ﬁrm reputation.
794,mt09jms.txt,h4,hypo 3: innovation mediates the relationship between gender diversity on the board and ﬁrm performance.
795,mt09jms.txt,h5,hypo 3: innovation mediates the relationship between racial diversity on the board and ﬁrm performance.
796,mt09jms.txt,h6,hypo 3: firm reputation mediates the relationship between the gender diversity on the board and ﬁrm performance.
797,mt09jms.txt,h7,hypo 3: firm reputation mediates the relationship between the racial diversity on the board and ﬁrm performance.
798,mt09jms.txt,h8,"hypo 1: for board racial diversity , the unstandardized coefﬁcients in models 3a and 3b are positive and signiﬁcant , supporting "
799,mt09jms.txt,h9,"hypo 1: table iii represents the regression models for testing hypotheses 2a and 2b, which argue that board diversity is positively related to reputation."
800,mt09jms.txt,h10,"hypo 2: hypotheses 3a, 3b, 3c, and 3d posit mediation of the board diversity–ﬁrm performance relationship."
801,mt09jms.txt,h11,hypo 3: posits that innovation mediates the relationship between board gender diversity and ﬁrm performance.
802,mt09jms.txt,h12,"hypo 3: , innovation is posited to mediate the relationship between board racial diversity and ﬁrm performance."
803,mt09jms.txt,h13,"hypo 1: , satisfying step 2 of baron and kenny’s procedure."
804,mt09jms.txt,h14,hypo 3: held that reputation mediates the positive relationship between board gender diversity and ﬁrm performance.
805,mt09jms.txt,h15,hypo 3: suggested that reputation mediates the relationship between board racial diversity and ﬁrm performance.
806,mt09jms.txt,h16,"hypo 2: next, ﬁrm performance was regressed on the control variables, board racial diversity, and then reputation."
807,mt09jms.txt,h17,hypo 3: it should be noted that the amount of variance explained of ﬁrm performance and reputation in our study is conservative.
808,n00dissertation.txt,h0,"hypo 1: firms which screen for personality pay higher wages, are more likely to provide their workforce additional beneﬁts, should have a higher likelihood to provide their workers higher amounts of on-the-job training, in particular more general training, and should be more inclined to provide job security to their employees."
809,n00dissertation.txt,h1,hypo 2: firms which screen for personality should have more leeway to organise tasks in teams and should perform better in the market.
810,n00dissertation.txt,h2,"hypo 1: , which we previously deﬁned as necessary conditions in order to induce reciprocal behaviour of employees."
811,ntll98ijhrm.txt,h0,"hypo 2: 0 human resource practices and firm performance of multinational corporations: influences of country origin hang-yue ngo , daniel turban , chung-ming lau & siu-yu lui to cite this article: hang-yue ngo , daniel turban , chung-ming lau & siu-yu lui human resource practices and firm performance of multinational corporations: influences of country origin, the international journal of human resource management, 9:4, 632-652, doi: published online: 09 dec 2010. submit your article to this journal article views: 1693 view related articles citing articles: 98 view citing articles full terms & conditions of access and use can be found at http://www.tandfonline.com/action/journalinformation?journalcode=rij"
812,ntll98ijhrm.txt,h1,"hypo 2: 0 download by: [university of north carolina charlotte] date: 13 february 2017, at: 17:58 the international journal of human resource management 9:4 august 1998 human resource practices and rm performance of multinational corporations: in uences of country origin hang-yue ngo, daniel turban, chung-ming lau and siu-yun lui abstract drawing from a cultural values perspective, we investigate the effects of country origins on hr practices of rms from the united states, great britain, japan and hong kong operating in hong kong."
813,ntll98ijhrm.txt,h2,hypo 1: country origin of mncs will in uence the human resource practices used by rms.
814,ntll98ijhrm.txt,h3,such arguments lead to the following directional hypotheses: 
815,ntll98ijhrm.txt,h4,"hypo 1: local chinese rms will provide less structural training and development than american, british, and japanese rms "
816,ntll98ijhrm.txt,h5,hypo 1: american and british mncs will rely more on retention-oriented compensation than will local chinese or japanese rms.
817,ntll98ijhrm.txt,h6,hypo 1: japanese and local chinese mncs will emphasize seniority-based compensation more than will american and british rms.
818,ntll98ijhrm.txt,h7,"hypo 1: local rms will have less diversity in staff composition than japanese, american, or british rms."
819,ntll98ijhrm.txt,h8,"none the less, drawing on previous research suggesting that hr practices are related to rm performance, we advance this general hypothesis: "
820,ntll98ijhrm.txt,h9,hypo 2: the human resource practices of mncs will be related to rm performance.
821,ntll98ijhrm.txt,h10,hypo 2: the extent of structural training and development will be positively related to rm performance.
822,ntll98ijhrm.txt,h11,drawing on such logic we propose the following hypothesis: 
823,ntll98ijhrm.txt,h12,hypo 2: firms with more retention-oriented compensation plans will have better performance.
824,ntll98ijhrm.txt,h13,"therefore, drawing on this logic we propose this directional hypothesis: "
825,ntll98ijhrm.txt,h14,"hypo 2: mncs that emphasize diversity will have higher performance, particularly in new product development."
826,ntll98ijhrm.txt,h15,hypo 3: country origin will moderate the relationships of human resource practices with rm performance.
827,ntll98ijhrm.txt,h16,"hypo 1: , which hypothesized that the country origin of a rm in uences its human resources practices, we conducted a multivariate analysis of variance, followed by univariate analyses of variance and a multiple comparison post hoc lsd test to determine which country origins were signi cantly different from the others."
828,ntll98ijhrm.txt,h17,"hypo 1: table 1 factor structure of twenty- ve hrm practices hr practices and rm performance of mncs factor factor factor factor factor 1 a 4 we provide a considerable amount of training employee transfers to new functional areas and/or new units are used as a development activity 10 we provide very little management training 25 our human resource procedures are highly formalized 6 we use a highly structured job classi cation system 17 we often transfer employees who have the skills needed in other areas within the company 2 our remuneration package is designed to be more competitive than other organizations in the industry factor 2 a employee turnover should be kept to a minimum employee behaviour is a key component to performance appraisals 14 we try with great effort to build up an harmonious employee relationship 21 we intend to keep a large salary difference between high and low performers in the same position in determining compensation, we emphasize the individual’s contributions more than job title 16 our remuneration package is intended to promote amployee retention 3 our performance appraisals emphasize outcomes factor 3 a 13 we closely tie compensation to seniority 19 we closely tie compensation to job title factor 4 a 23 a signi cant proportion of our staff is expatriate the composition of our staff is highly diverse, in terms of gender, nationality and educational background 642 hang-yue ngo et al."
829,ntll98ijhrm.txt,h18,"hypo 1: , that local chinese rms provided the least amount of structural training and development, but, unexpectedly, they were not different from japanese rms."
830,ntll98ijhrm.txt,h19,"hypo 1: in that the us and british rms provided more retention-oriented compensation than the local chinese or japanese rms, although the difference between the british rms and the local chinese rms was not signi cant."
831,ntll98ijhrm.txt,h20,"hypo 1: , the local chinese rms were the least diverse in staff composition and were signi cantly different from all other rms."
832,ntll98ijhrm.txt,h21,"hypo 2: , which hypothesizes that hr practices are related to rm performance, would be indicated by a signi cant increase in r2 when the set of hr practices are entered in the equation."
833,ntll98ijhrm.txt,h22,"hypo 3: , which hypothesizes that country origin of the rm moderates the effects of hr practices on rm performance, would be indicated by a signi cant increase in r2 when the set of cross-products are entered in the regression equation."
834,ntll98ijhrm.txt,h23,"hypo 3: , which proposed that country origin moderates the effects of hr practices on rm performance."
835,ntll98ijhrm.txt,h24,"hypo 3: because local chinese rms were the contrast group used in the dummy coding for country origin, examination of the signi cant interaction regression coef cients provides information about relationships of variables in comparison to the local chinese rms."
836,pb00amj.txt,h0,hypo 1: firms with more comprehensive bundles of work-family policies will have higher organizational performance than firms with less comprehensive bundles.
837,pb00amj.txt,h1,hypo 2: the relationship between workfamily human resource bundles and firm performance will be stronger for larger firms than for smaller firms.
838,pb00amj.txt,h2,hypo 2: the relationship between workfamily human resource bundles and firm performance will be stronger for firms employing greater proportions of women.
839,pb00amj.txt,h3,hypo 2: the relationship between workfamily human resource bundles and firm performance will be stronger for older firms than for younger firms.
840,pb00amj.txt,h4,"hypo 1: , we expected the work-family clusters to be correlated with different levels of firm performance."
841,pb00amj.txt,h5,"hypo 2: overall, hypotheses 2b and 2c were partially supported because the results did not support these interactions all use subject to http://about.jstor.org/terms means, standard deviations, and correlations for all variablesa table 2 variable mean s.d."
842,ppr10amj.txt,h0,hypo 1: firms with high reputation are less likely to generate positive material earnings surprises than firms that do not possess this asset.
843,ppr10amj.txt,h1,hypo 1: firms with high reputation are less likely to generate negative material earnings surprises than firms that do not possess this asset.
844,ppr10amj.txt,h2,hypo 2: firms with celebrity are more likely to generate positive material earnings surprises than firms that do not possess this asset.
845,ppr10amj.txt,h3,hypo 2: firms with celebrity are more likely to generate negative material earnings surprises than firms that do not possess this asset.
846,ppr10amj.txt,h4,"taken together, the above arguments lead us to hypothesize that: "
847,ppr10amj.txt,h5,hypo 3: high-reputation firms experience more positive investor reactions to their material positive earnings surprises than firms that do not possess either high reputation or celebrity.
848,ppr10amj.txt,h6,hypo 3: celebrity firms experience more positive investor reactions to their material positive earnings surprises than firms that do not possess either celebrity or high reputation.
849,ppr10amj.txt,h7,hypo 3: celebrity firms experience more positive investor reactions to their material positive earnings surprises than high-reputation firms.
850,ppr10amj.txt,h8,"we therefore hypothesize that: pfarrer, pollock, and rindova "
851,ppr10amj.txt,h9,hypo 4: high-reputation firms experience less negative investor reactions to their material negative earnings surprises than firms that do not possess either high reputation or celebrity.
852,ppr10amj.txt,h10,hypo 4: celebrity firms experience less negative investor reactions to their material negative earnings surprises than firms that do not possess either celebrity or high reputation.
853,ppr10amj.txt,h11,hypo 4: high-reputation firms experience less negative investor reactions to their material negative earnings surprises than celebrity firms.
854,ppr10amj.txt,h12,"hypo 2: however, table 3 shows celebrity did not have a significant effect on the likelihood of negative surprises."
855,ppr10amj.txt,h13,"hypotheses 3a and 3b predict, respectively, that high-reputation and celebrity firms will enjoy more positive investor reactions to their positive surprises than firms in the “none” category, and "
856,ppr10amj.txt,h14,hypo 3: predicts that celebrity firms will garner more positive responses than high-reputation firms.
